Enemy_Skeleton_Bomber,骷髅掷壶手,Skeleton Thrower,Tengkorak Pelempar,Esqueleto Lançador,Скелет-метатель,骷髏擲壺手
Enemy_Skeleton_KnightHammer,骷髅锤骑士,Skeleton Hammer Knight,Tengkorak Kesatria Martil,Esqueleto Cavaleiro com Martelo,Скелет-рыцарь с молотом,骷髏錘騎士
Enemy_Skeleton_KnightShield,骷髅盾骑士,Skeleton Shield Knight,Tengkorak Kesatria Perisai,Esqueleto Cavaleiro com Escudo,Скелет-рыцарь с щитом,骷髏盾騎士
Enemy_Skeleton_Master,恶灵法师,Skeleton Scholar,Tengkorak Sarjana,Esqueleto Erudito,Скелет-ученый,惡靈法師
Enemy_Skeleton_Elite_Zombie,骷髅人头目,Elite Skeleton,Tengkorak Elite,Esqueleto de Elite,Элитный скелет,骷髏人頭目
Enemy_Skeleton_Elite_Archer,骷髅弩手头目,Skeleton Arbalist Leader,Pemimpin Tengkorak Arbalesta,Líder de Arcobalistas Esqueléticas,Командир скелетов-арбалетчиков,骷髏弩手頭目
Enemy_Skeleton_Elite_Bomber,骷髅掷壶手头目,Skeleton Thrower Leader,Pemimpin Tengkorak Pelempar,Líder de Esqueletos Lançadores,Командир скелетов-метателей,骷髏擲壺手頭目
Enemy_Skeleton_Elite_Knight,骷髅骑士头目,Skeleton Knight Leader,Pemimpin Tengkorak Kesatria,Líder de Esqueletos Cavaleiros,Командир скелетов-рыцарей,骷髏騎士頭目
Enemy_Skeleton_Elite_Ghost,亡灵头目,Undead Leader,Pemimpin Mayat Hidup,Líder de Mortos-vivos,Неживой командир,亡靈頭目
Enemy_Skeleton_Elite_Master,恶灵法师头目,Skeleton Scholar Leader,Pemimpin Tengkorak Sarjana,Líder de Esqueletos Eruditos,Командир скелетов-ученых,惡靈法師頭目
Enemy_Skeleton_Boss_King,骷髅国王,Skeleton King,Raja Tengkorak,Rei Esquelético,Скелет-король,骷髏國王
Enemy_Skeleton_Boss_Knight,无名骑士,Nameless Knight,Kesatria Tanpa Nama,Cavaleiro Sem Nome,Безымянный рыцарь,無名騎士
Enemy_Skeleton_Boss_Ghost,大恶魔,Demon Boss,Boss Demon,Chefe Demoníaco,Демон-босс,大惡魔
Enemy_Skeleton_ZombieRed_Des,被诅咒行尸走肉。攻击迅猛，移动快速。,A cursed skeleton with high attack speed and movement speed.,Tengkorak terkutuk dengan kecepatan serang dan kecepatan gerak tinggi.,Um esqueleto amaldiçoado com alta velocidade de ataque e alta velocidade de movimento.,Проклятый скелет с высокой скоростью атаки и движения.,被詛咒行屍走肉。攻擊迅猛，移動快速。
Enemy_Skeleton_ZombieBlue_Des,被诅咒行尸走肉。行动缓慢，但是不会被打出硬直。,A cursed skeleton; moves slowly but is immune to hit stun.,Tengkorak terkutuk; bergerak lambat tetapi kebal terhadap pukulan tegun.,Um esqueleto amaldiçoado; move-se lentamente mas é imune a atordoamento por acerto.,"Проклятый скелет, который медленно двигается, но невосприимчив к оглушению.",被詛咒行屍走肉。行動緩慢，但是不會被打出硬直。
Enemy_Skeleton_Wheel_Des,接受刑罚而死去的罪人。飞驰的车轮会撞开前进道路上的敌人。,"A sinner in its past life. Now, as a skeleton wheel, it knocks away anyone in its path.","Pendosa dalam kehidupan yang lalu. Kini, sebagai roda tengkorak, menggilas siapa pun yang menghalanginya.","Um pecador na sua vida passada. Agora, como uma roda esquelética, derruba qualquer um que esteja no caminho.","Этот грешник в прошлой жизни превратился в скелета-колесо, расшвыривающего всех на своем пути.",接受刑罰而死去的罪人。飛馳的車輪會撞開前進道路上的敵人。
Enemy_Skeleton_Coffin_Des,寄宿着吸魂鬼的棺材。每隔一段时间会召唤出吸魂鬼。,A soul-devouring ghost comes out of this coffin every once in a while.,Hantu pelahap jiwa sesekali keluar dari peti mati ini.,Um fantasma devorador de almas sai desse caixão ocasionalmente.,Из этого гроба время от времени выходит поглощающий души призрак.,寄宿著吸魂鬼的棺材。每隔一段時間會召喚出吸魂鬼。
Enemy_Skeleton_Ghost_Des,失去肉体的幽灵。吸收灵魂转化为自己的生命。,A ghost that devours souls to restore its HP.,Hantu yang melahap jiwa untuk memulihkan HPnya.,Um fantasma que devora almas para restaurar os seus PV.,"Призрак, поглощающий души, чтобы восстановить ОЗ.",失去肉體的幽靈。吸收靈魂轉化為自己的生命。
Enemy_Skeleton_Archer_Des,皇室兵团的弩手骷髅。会射出燃烧着的箭矢。,"Belonging to the Royal Legion, this skeleton arbalist shoots fire arrows.","Berasal dari Legiun Royal, tengkorak arbalesta ini menembakkan panah api.","Pertencente à Legião Real, essa arcobalista esquelética dispara flechas de fogo.",Этот скелет-арбалетчик из Королевского Легиона стреляет огненными стрелами.,皇室兵團的弩手骷髏。會射出燃燒著的箭矢。
Enemy_Skeleton_ExplosionSelf_Des,被制作成人体炸弹的士兵。自爆造成范围伤害，被击杀后也会爆炸。,"A suicide-bomber, this skeleton explodes to deal area damage. Killing this skeleton also causes an explosion.","Pengebom bunuh diri, tengkorak ini meledak untuk menimbulkan damage area. Membunuh tengkorak ini juga menimbulkan ledakan.","Um homem-bomba, esse esqueleto explode para causar dano de área. Abater esse esqueleto também causa uma explosão.","Этот скелет-самоубийца взрывается, нанося урон по области. Если убить его, он тоже взорвется.",被製作成人體炸彈的阿兵哥。自爆造成範圍傷害，被擊殺後也會爆炸。
Enemy_Skeleton_Bomber_Des,投掷爆炸壶的士兵。会保持距离地投掷爆炸壶。,Throws explosive containers from a certain range.,Melemparkan wadah peledak dari jarak tertentu.,Lança contêineres explosivos de uma certa distância.,Бросает разрывные сосуды с определенного расстояния.,投擲爆炸壺的阿兵哥。會保持距離地投擲爆炸壺。
Enemy_Skeleton_KnightHammer_Des,皇室兵团的巨锤骑士。被巨锤击中将受到大量伤害并被击晕。,"Belonging to the Royal Legion, this Skeleton Hammer Knight attacks you with his hammer to deal massive damage and stun you.","Berasal dari Legiun Royal, Tengkorak Kesatria Martil ini menyerang dengan martilnya untuk menimbulkan damage besar dan menegunkanmu.","Pertencente à Legião Real, esse Esqueleto Cavaleiro com Martelo ataca com um martelo para causar muito dano e atordoar você.","Этот скелет-рыцарь с молотом из Королевского Легиона атакует вас своим молотом, который наносит огромный урон и оглушает при попадании.",皇室兵團的巨錘騎士。被巨錘擊中將受到大量傷害並被擊暈。
Enemy_Skeleton_KnightShield_Des,皇室兵团的巨盾骑士。巨盾能吸收来自正面的伤害。,"Belonging to the Royal Legion, this Skeleton Shield Knight's shield absorbs frontal damage.","Berasal dari Legiun Royal, perisai Tengkorak Kesatria Perisai ini menyerap damage frontal.","Pertencente à Legião Real, o escudo desse Esqueleto Cavaleiro com Escudo absorve dano frontal.",Этот скелет-рыцарь из Королевского Легиона своим щитом защищается от урона спереди.,皇室兵團的巨盾騎士。巨盾能吸收來自正面的傷害。
Enemy_Skeleton_Master_Des,被邪能腐蚀了的大书库学者。能够发射威力巨大的魔法球。,"Corrupted by fel energy, this scholar shoots powerful magic orbs.","Tercemar oleh energi fel, sarjana ini menembakkan orb sihir yang kuat.","Corrompido por energia vil, esse erudito dispara poderosos orbes mágicos.","Этот ученый, поглощенный гибельной энергией, стреляет мощными волшебными сферами.",被邪能腐蝕了的大書庫學者。能够發射威力巨大的魔法球。
Enemy_Skeleton_Elite_Zombie_Des,集合了多个骷髅人的怪物。极快的速度连自己都控制不了。,A monster consisting of multiple skeletons. Its speed is too fast for even itself to control.,Monster yang terdiri dari banyak tengkorak. Kecepatannya terlalu tinggi bahkan bagi dirinya sendiri untuk mengendalikannya.,Um monstro que consiste em vários esqueletos. A sua velocidade é tão rápida que nem ele consegue se controlar.,"Монстр, состоящий из нескольких скелетов. Его скорость настолько велика, что даже он сам не может ее контролировать.",集合了多個骷髏人的怪物。極快的速度連自己都控制不了。
Enemy_Skeleton_Elite_Archer_Des,作为弩手队的队长，拥有能够多发连射的特质怒弓弩。,"The leader of the Skeleton Arbalists, it shoots multiple arrows in a row.","Pemimpin Tengkorak Arbalesta, menembakkan banyak panah berturut-turut.",O líder das Arcobalistas Esqueléticas; dispara várias flechas em série.,Предводитель скелетов-арбалетчиков. Он стреляет несколькими стрелами подряд.,作為弩手隊的隊長，擁有能够多發連射的特質怒弓弩。
Enemy_Skeleton_Elite_Bomber_Des,背着最危险的化学药剂，投掷的爆炸壶拥有更可怕的威力。,"Carrying lethal chemical substances, it throws explosive containers that cause high damage.","Membawa bahan kimia mematikan, melemparkan wadah peledak yang menimbulkan damage tinggi.","Carregando substâncias químicas letais, ele lança contêineres explosivos que causam alto dano.","Он бросает разрывные контейнеры, наполненные смертоносными химическими веществами. Они наносят большой урон.",背著最危險的化學藥劑，投擲的爆炸壺擁有更可怕的威力。
Enemy_Skeleton_Elite_Knight_Des,背负巨大的盾牌，挥舞着只有他能使用的巨剑。,"Carrying a giant shield, it attacks with a greatsword.","Membawa perisai raksasa, menyerang dengan pedang besar.","Carregando um escudo gigantesco, ataca com uma espada larga.",Он вооружен большим мечом и гигантским щитом.,背負巨大的盾牌，揮舞著只有他能使用的巨劍。
Enemy_Skeleton_Elite_Ghost_Des,使用亡灵法术，能够召唤小亡灵替他战斗。,This monster summons undead to attack.,Monster ini memanggil mayat hidup untuk menyerang.,O monstro invoca mortos-vivos para que ataquem.,"Это чудовище призывает нежить, бросая ее в бой.",使用亡靈法術，能够召喚小亡靈替他戰鬥。
Enemy_Skeleton_Elite_Master_Des,大书库的大学者。魔法球能够追踪敌人，并且还会释放萤火法术。,This Skeleton Scholar Leader shoots magic orbs that chase down their targets. He also summons fireflies.,Pemimpin Tengkorak Sarjana ini menembakkan orb sihir yang mengejar targetnya. Dia juga memanggil kunang-kunang.,Esse Líder de Esqueletos Eruditos dispara orbes mágicos que perseguem os alvos. Ele também invoca vaga-lumes.,"Командир скелетов-ученых бросает магические сферы, которые сами преследуют цели. Еще он способен призывать светлячков.",大書庫的大學者。魔法球能够追跡敵人，並且還會釋放螢火法術。
Enemy_Skeleton_Boss_King_Des,为了征服而启用了邪恶魔法，终究让整个王国毁于一旦。,"Aiming to conquer the world, the Skeleton King resorted to forbidden magic. In the end, he destroyed his own kingdom.","Berusaha menaklukkan dunia, Raja Tengkorak menggunakan sihir terlarang. Pada akhirnya, dia menghancurkan kerajaannya sendiri.","Pretendendo conquistar o mundo, o Rei Esquelético recorreu a mágica proibida. No final, ele destruiu o próprio reino.",Скелет-король в своих стремлениях покорить мир не гнушается запретной магией. В конце концов он уничтожил свое собственное королевство.,為了征服而啟用了邪惡魔法，終究讓整個王國毀於一旦。
Enemy_Skeleton_Boss_Knight_Des,大书库学者结晶实验的实验体，已是除了战斗外什么也不知道的傀儡。,A man-made killing machine that knows nothing but battle.,Mesin pembunuh buatan manusia yang hanya peduli dengan pertempuran.,Uma máquina de matar criada por homens que não conhece nada além de batalhas.,"Рукотворная машина для убийства, не знающая ничего, кроме сражений.",大書庫學者結晶實驗的實驗體，已是除了戰鬥外什麼也不知道的傀儡。
Enemy_Skeleton_Boss_Ghost_Des,大书库学者邪恶研究召唤出的神秘恶魔。,A mysterious demon summoned by the evil scholar.,Demon misterius yang dipanggil oleh sarjana jahat.,Um demônio misterioso invocado pelo erudito maligno.,"Таинственный демон, которого призвал злой ученый.",大書庫學者邪惡研究召喚出的神秘惡魔。
Hero_Katana_Whirlwind,旋风武士,Whirlwind Samurai,Samurai Angin Puyuh,Samurai de Redemoinho,Самурай вихря,龍捲風武士
Hero_Katana_Spike,突刺武士,Kendo Samurai,Samurai Kendo,Samurai de Kendo,Самурай кендо,突刺武士
Hero_Katana_Aglie,轻刀武士,Agile Samurai,Samurai Gesit,Samurai Ágil,Ловкий самурай,輕刀武士
Hero_Katana_Ghost,鬼斩武士,Demon Samurai,Samurai Demon,Samurai Demoníaco,Самурай-демон,鬼斬武士
Hero_Warrior_Shield,盾铠勇者,Armored Warrior,Pendekar Berzirah,Guerreiro com Armadura,Бронированный воин,盾鎧勇者
Hero_Warrior_HugeShield,巨盾勇者,Bulky Shield Warrior,Pendekar Perisai Besar,Guerreiro com Escudo Corpulento,Грузный воин с щитом,巨盾勇者
Hero_Warrior_StShield,圣盾勇者,Saint Shield Warrior,Pendekar Perisai Suci,Guerreiro com Escudo Santo,Священный воин с щитом,聖盾勇者
Hero_Warrior_Punch,铁拳勇者,Warrior Boxer,Pendekar Petinju,Pugilista Guerreiro,Воин-боксер,鐵拳勇者
Hero_Katana_Whirlwind_Des,以大范围斩击为主的攻击方式，秘技剑刃风暴摧枯拉朽。,Attacks mainly with AOE slashes. Crushes enemies like a whirlwind.,Menyerang terutama dengan tebasan AOE. Menggilas musuh seperti angin puyuh.,Ataca principalmente com golpes de ADE. Esmaga os inimigos como um redemoinho.,"Атакует широкими ударами, наносящими урон по области. Сокрушает врагов, подобно вихрю.",以大範圍斬擊為主的攻擊方式，秘技劍刃風暴摧枯拉朽。
Hero_Katana_Spike_Des,集中一点的突刺攻击，拔刀术之快让敌人无法反应。,Focuses on single-target attacks. His fast attack speed leaves enemies no time to respond.,Berfokus pada serangan target tunggal. Kecepatan serangnya yang tinggi membuat musuh tak sempat bertindak.,"Com foco em ataques contra um único alvo, tem uma velocidade de ataque que não dá tempo para que os inimigos reajam.",Сосредоточен на атаках по одной цели. Его молниеносная скорость не оставляет врагам времени ответить.,集中一點的突刺攻擊，拔刀術之快讓敵人無法反應。
Hero_Katana_Aglie_Des,以极快的速度挥舞刀刃，在追求极致的速度上一往无前。,"With ""speed is power"" as his motto, he pursues extreme speed.","Dengan memegang prinsip kecepatan adalah kekuatan, dia memiliki kecepatan ekstrem.","Com o lema [velocidade é poder], ele almeja velocidade extrema.","Его девиз: «скорость — это сила», и в стремительности ему нет равных.",以極快的速度揮舞刀刃，在追求極致的速度上一往無前。
Hero_Katana_Ghost_Des,从地狱中归来，手持妖刀不死斩，挥舞时释放妖刀的力量。,"Back from hell, he is now the punisher of all evildoers. When he attacks, he relies on the magic power of his katana.","Bangkit dari neraka, kini menjadi penghukum semua penjahat. Ketika menyerang, dia mengandalkan kekuatan sihir katananya.","De volta do inferno, ele é agora o punidor de todos que fazem o mal. Ao atacar, ele conta com o poder mágico da sua katana.","Вернувшись из ада, он несет гибель всем злодеям. Атакуя, он полагается на магическую силу своей катаны.",從地獄中歸來，手持妖刀不死斬，揮舞時釋放妖刀的力量。
Hero_Warrior_Shield_Des,身批盾铠，以盾为兵，在战场中攻防兼备，碾碎敌人。,"Covered in heavy armor, he's balanced in attack and defense. He crushes his enemies with shield bash on the battlefield.","Mengenakan zirah tebal, dia memiliki serangan dan pertahanan yang seimbang. Dia menghancurkan musuh dengan tamparan perisai di medan tempur.","Protegido por uma armadura pesada, ele é equilibrado em ataque e defesa. Ele esmaga os inimigos com golpes de escudo no campo de batalha.","Этот воин укрыт тяжелыми доспехами, и у него сбалансированы атакующие и защитные умения. Он крушит врагов на поле битвы ударами щита.",身批盾鎧，以盾為兵，在戰場中攻防兼備，碾碎敵人。
Hero_Warrior_HugeShield_Des,巨大的盾牌能够防御更大范围的伤害，举盾时宛如一座堡垒。,His giant shield fends off attacks from a large area. His shield is his castle.,"Perisai raksasanya menghalau serangan dari area luas. ""Perisainya adalah bentengnya.""",O seu escudo gigantesco o protege de ataques vindos de uma área ampla. O escudo dele é um castelo.,Его гигантский щит отражает атаки по большой площади. «Его щит — его крепость».,巨大的盾牌能够防禦更大範圍的傷害，舉盾時宛如一座堡壘。
Hero_Warrior_StShield_Des,信仰了神明之后，勇者以慈悲的力量物理超度他预见的敌人。,"Having found faith, he now punishes his enemies with sacred physical power.","Setelah menemukan keimanan, kini dia menghukum musuhnya dengan kekuatan fisik suci.","Depois de encontrar a fé, ele passou a punir os inimigos com poder físico sagrado.","Обретя веру, он карает своих врагов священной физической мощью.",信仰了神明之後，勇者以慈悲的力量物理超度他預見的敵人。
Hero_Warrior_Punch_Des,彻底抛弃防御后，扎实的拳术能够发挥更大的威力。,"Focusing solely on offense, his fists are now more powerful than ever.","Hanya berfokus pada serangan, tinjunya kini lebih dahsyat dari sebelumnya.","Com foco exclusivo em ataque, os seus punhos estão mais poderosos do que nunca.","Он фокусируется на одной только атаки, и его кулаки сильны, как никогда.",徹底拋弃防禦後，扎實的拳術能够發揮更大的威力。
Yes,是,Yes,Ya,Sim,Да,是
No,否,No,Tidak,Não,Нет,否
Upgrade,升级,Upgrade,Upgrade,Atualizar,эскалация,陞級
Choose,选择,Choose,Pilihan,Escolha,выбор,選擇 
Finish,完成进度,Progress,Progres,Progresso,Прогресс,完成進度
PassLevel,通过层数,Floors Cleared,Lantai Dituntaskan,Andares Concluídos,Очищено этажей,通過層數
PassRoom,通过房间,Rooms Cleared,Ruangan Dituntaskan,Salas Concluídas,Очищено комнат,通過房間
DefeatEnemies,杀死敌人,Enemies Killed,Musuh Dibunuh,Inimigos Abatidos,Убито врагов,殺死敵人
DefeatBoss,杀死BOSS,Bosses Killed,Boss Dibunuh,Chefes Abatidos,Убито боссов,殺死BOSS
Time,时间,Time,Waktu,Tempo,Время,時間
Back,返回,Back,Kembali,Voltar,Назад,返回
Progress,完成进度,Progress,Progres,Progresso,Прогресс,完成進度
Start,开始,Start,Mulai,Iniciar,Начать,開始
SelectReward,选择奖励,Select Reward,Pilih Imbalan,Selecionar Recompensa,Выберите награду,選擇獎勵
Skip,跳过,Skip,Lewati,Pular,Пропустить,跳過
Artifact,道具,Artifact,Artefak,Artefato,Артефакт,道具
Monster,怪物,Monster,Monster,Monstro,Монстр,怪物
Achievements,成就,Trophy,Trofi,Troféu,Приз,成就
Hero,英雄,Hero,Hero,Herói,Герой,英雄
Battle,战斗,Battle,Pertempuran,Batalha,Битва,戰鬥
Atlas,图鉴,Gallery,Galeri,Galeria,Галерея,圖鑒
Cancel,取消,Cancel,Batal,Cancelar,Отмена,取消
Pause,暂停,Pause,Jeda,Pausar,Пауза,暫停
ContinueBattle,继续战斗,Resume Battle,Lanjutkan Pertempuran,Continuar Batalha,Продолжить битву,繼續戰鬥
Continue,继续,Continue,terus,continuar,длительность,繼續
UnlockItem,解锁道具,Artifact Unlocked,Artefak Diaktifkan,Artefato Desbloqueado,Открыт артефакт,解鎖道具
Tip_Parry,格挡,Block,Blokir,Bloquear,Блок,格擋
Tip_RollCd,冷却中,On cooldown,Dalam peredaan,Recarregando,Восстанавливается,冷卻中
Tip_Evade,闪避,Dodge,Elak,Desviar,Уклонение,閃避
Tip_Suicide,自杀,Suicide,Bunuh diri,Suicídio,Самоубийство,自殺
Tip_Cannibalism,自相残杀,Fratricide,Pembunuhan saudara,Fratricídio,Братоубийство,自相殘殺
NPC_Shop_Artifact,神器商人,Artifact Merchant,Pedagang Artefak,Comerciante de Artefatos,Торговец артефактами,神器商人
NPC_Shop_Potion,药剂商人,Potion Merchant,Pedagang Ramuan,Comerciante de Poções,Торговец зельями,藥劑商人
NPC_Shop_Bomb,炸弹商人,Bomb Merchant,Pedagang Bom,Comerciante de Bombas,Торговец бомбами,炸彈商人
NPC_BloodPool,牺牲祭坛,Altar of Sacrifice,Altar Persembahan,Altar de Sacrifício,Алтарь жертвоприношений,犧牲祭壇
NPC_Demon,恶魔,Demon,Setan,Demônio,Демон,惡魔
NPC_ExorcisomPool,驱魔泉,Fountain of Exorcism,Pancuran Pengusiran Setan,Fonte de Exorcismo,Источник очищения,驅魔泉
NPC_GodnessOfSpring,湖水精灵,Sprite of the Lake,Siluman Danau,Fada do Lago,Фея озера,湖水精靈
NPC_OrbMaster,法球大师,Orb Master,Penguasa Orb,Mestre dos Orbes,Мастер сфер,法球大師
NPC_Statue_Attack,赤神像,Red Statue,Patung Merah,Estátua Vermelha,Красная статуя,赤神像
NPC_Statue_Health,青神像,Green Statue,Patung Hijau,Estátua Verde,Зеленая,青神像
NPC_Statue_Speed,金神像,Gold Statue,Patung Emas,Estátua Dourada,Золотая статуя,金神像
NPC_Shop_Artifact_Talk1,这是我从迷宫里搜刮到的宝贝，要不要看看？,I found something nice in the Labyrinth. Wanna take a look?,Aku menemukan sesuatu yang menarik di Labirin. Mau lihat?,Encontrei uma coisa legal no Labirinto. Quer dar uma olhada?,Мне удалось найти в Лабиринте кое-что ценное. Хочешь посмотреть?,這是我從迷宮裏搜刮到的寶貝，要不要看看？
NPC_Shop_Artifact_Talk2,库库库…过了这村就没这店了。,Hohoho! What can I get you?,Hohoho! Apa yang kau inginkan?,Hohoho! O que posso fazer por você?,Хо-хо-хо! Чем тебе помочь?,庫庫庫…你想買點什麼？
NPC_Shop_Artifact_Talk3,谢谢惠顾。,Nice doing business with you!,Senang berbisnis denganmu!,Foi um prazer fazer negócios com você!,Приятно иметь с тобой дело!,謝謝惠顧。
NPC_Shop_Potion_Talk1,我家的药水从来没有劣质品。,I sell only the best potions!,Aku hanya menjual ramuan terbaik!,Vendo apenas as melhores poções!,Я продаю только лучшие зелья!,我家的藥水從來沒有劣質品。
NPC_Shop_Potion_Talk2,谢谢惠顾。,Nice doing business with you!,Senang berbisnis denganmu!,Foi um prazer fazer negócios com você!,Приятно иметь с тобой дело!,謝謝惠顧。
NPC_Shop_Potion_Talk3,谢谢惠顾。,Nice doing business with you!,Senang berbisnis denganmu!,Foi um prazer fazer negócios com você!,Приятно иметь с тобой дело!,謝謝惠顧。
NPC_Shop_Bomb_Talk1,各式各样的炸药总会有各自的用途。,I sell all kinds of bombs. Which kind do you fancy?,Aku menjual segala jenis bom. Jenis apa yang kau inginkan?,Vendo todos os tipos de bombas. O que você tem em mente?,Я продаю самые разные бомбы. Какие тебе нужны?,各式各樣的炸藥總會有各自的用途。
NPC_Shop_Bomb_Talk2,谢谢惠顾。,Nice doing business with you!,Senang berbisnis denganmu!,Foi um prazer fazer negócios com você!,Приятно иметь с тобой дело!,謝謝惠顧。
NPC_Shop_Bomb_Talk3,谢谢惠顾。,Nice doing business with you!,Senang berbisnis denganmu!,Foi um prazer fazer negócios com você!,Приятно иметь с тобой дело!,謝謝惠顧。
NPC_BloodPool_Talk1,祭坛里的鲜血涌动，有一个声音幽幽地传来……“来做个交易吗？”,"A spooky voice travels from the bloody altar... ""Let's make a deal, shall we?""","Suara yang menyeramkan terdengar dari altar berlumuran darah itu... ""Mari kita membuat kesepakatan.""","Uma voz assustadora emana do altar sangrento... ""Que tal fazermos um acordo?""",Жуткий голос исходит от окровавленного алтаря: ?Давай заключим сделку...?.,祭壇裏的鮮血湧動，有一個聲音幽幽地傳來……“來做個交易嗎？”
NPC_BloodPool_Talk2,献上生命，提高攻击力降低恢复能力？,Do you wish to sacrifice your blood to the altar?,Apakah kau ingin mempersembahkan darah di altar?,Deseja sacrificar o seu sangue no altar?,Вы хотите пожертвовать кровь на алтаре?,是否在祭壇獻上鮮血？
NPC_Demon_Talk1,你已经准备好付出代价了吧？,"You're talking to ME, so I take it that you're ready to pay the necessary price?","Kau sedang berbicara DENGANKU, jadi aku anggap kau bersedia melakukan pengorbanan itu?","Você está falando COMIGO, então presumo que você esteja pronto para pagar o pre?o necessário?",Ты говоришь СО МНОЙ... но согласишься ли заплатить необходимую цену?,既然你敢與我對話，那說明你已經準備好付出代價了吧？
NPC_Demon_Talk2,若要有所收获，必得有所牺牲。,Everything comes with a price.,Semuanya ada harganya.,Tudo tem um preço.,У всего есть цена.,若要有所收穫，必得有所犧牲。
NPC_ExorcisomPool_Talk1,驱魔泉能洗尽所有魔法，把魔能化为身体的能力。,The Fountain of Exorcism removes all your magic power and converts it into your stats.,Pancuran Pengusiran Setan menghilangkan semua kekuatan sihirmu dan mengubahnya menjadi stat.,A Fonte de Exorcismo remove todo o seu poder mágico e o converte nas suas estatísticas.,"Источник очищения лишает вас всей магической силы, превращая ее в бонус к характеристикам.",驅魔泉能洗盡所有魔法，把魔能化為身體的能力。
NPC_ExorcisomPool_Talk2,进入驱魔泉，将所有魔法效果变为能力提升？,"Jump into the fountain and lose artifact slots? In return, your stats will be enhanced.","Masuk ke dalam pancuran dan kehilangan slot artefak? Sebagai gantinya, stat kamu akan ditingkatkan.","Pular dentro da fonte e perder espaços para artefatos? Em troca, as suas estatísticas serão elevadas.","Окунуться в источник, чтобы потерять ячейки артефактов? За это вы получите бонус к характеристикам.",進入驅魔泉，失去神器槽比特，獲得能力提升？
NPC_GodnessOfSpring_Talk1,湖之精灵永远能将魔力能量发挥到极致。,The Sprite of the Lake boosts your magic power to the extreme.,Siluman Danau memacu kekuatan sihirmu hingga ke tingkat ekstrem.,A Fada do Lago aumenta o seu poder mágico ao extremo.,Фея озера до предела увеличивает ваши магические силы.,湖之精靈永遠能將魔力能量發揮到極致。
NPC_GodnessOfSpring_Talk2,泉水中一双迷惑的大眼睛正在看着你。,A pair of confused big eyes is staring at you from the lake.,Sepasang mata besar memandangimu dari danau.,Um par de olhos grandes e confusos escara você do lago.,Из озера на вас глядят большие испуганные глаза.,泉水中一雙迷惑的大眼睛正在看著你。
NPC_OrbMaster_Talk1,将所有魔力凝练成具有元素之力的法球，你要不要来试试？,These orbs contain elemental powers. Wanna give them a try?,Orb ini memiliki kekuatan elemental. Mau coba?,Estes orbes possuem poderes elementais. Quer experimentar?,Эти сферы заключают в себе силу стихий. Хочешь попробовать?,將所有魔力凝練成具有元素之力的法球，你要不要來試試？
NPC_OrbMaster_Talk2,你想要什么法球？,What kind of orb do you want?,Orb apa yang kau inginkan?,Que tipo de orbe você deseja?,Какие сферы ты предпочитаешь?,你想要什麼法球？
NPC_OrbMaster_Talk3,法球从来是越多越好！,"The more orbs, the better!","Makin banyak orb, makin baik!","Quanto mais orbes, melhor!","Чем больше сфер, тем лучше!",法球從來是越多越好！
NPC_StatueAttack_Talk1,崇尚暴力的赤神，能够给与虔诚者加强攻击的庇佑。,The Red Statue enhances ATK of those who pray to it.,Patung Merah meningkatkan ATK orang yang berdoa padanya.,A Estátua Vermelha eleva o ATQ de quem reza para ela.,"Красная статуя увеличивает АТК тем, кто молится ей.",崇尚暴力的赤神，能够給與虔誠者加强攻擊的庇佑。
NPC_StatueAttack_Talk2,向赤神祈祷，获得攻击能力提升？,Pray to the Red Statue and get an ATK boost?,Berdoa pada Patung Merah dan dapatkan boost ATK?,Rezar para a Estátua Vermelha para obter um aumento do ATQ?,"Помолиться красной статуе, чтобы получить бонус к АТК?",向赤神祈禱，獲得攻擊能力提升？
NPC_StatueHealth_Talk1,赞美生命的青神，能够给与虔诚者生命健康的庇佑。,The Green Statue enhances HP of those who pray to it.,Patung Hijau meningkatkan HP orang yang berdoa padanya.,A Estátua Verde eleva os PV de quem reza para ela.,"Зеленая статуя увеличивает ОЗ тем, кто молится ей.",讚美生命的青神，能够給與虔誠者生命健康的庇佑。
NPC_StatueHealth_Talk2,向青神祈祷，获得生存能力的提升？,Pray to the Green Statue and get an HP boost?,Berdoa pada Patung Hijau dan dapatkan boost HP?,Rezar para a Estátua Verde para obter um aumento dos PV?,"Помолиться зеленой статуе, чтобы получить бонус к ОЗ?",向青神祈禱，獲得生存能力的提升？
NPC_StatueSpeed_Talk1,崇尚自由的金神，能够给与虔诚者加强速度的庇佑。,The Gold Statue enhances Speed of those who pray to it.,Patung Emas meningkatkan Kecepatan orang yang berdoa padanya.,A Estátua Dourada eleva a Velocidade de quem reza para ela.,"Золотая статуя увеличивает скорость тем, кто молится ей.",崇尚自由的金神，能够給與虔誠者加强速度的庇佑。
NPC_StatueSpeed_Talk2,向金神祈祷，获得速度提升？,Pray to the Gold Statue and get a Speed boost?,Berdoa pada Patung Emas dan dapatkan boost Kecepatan?,Rezar para a Estátua Dourada para obter um aumento da Velocidade?,"Помолиться золотой статуе, чтобы получить бонус к скорости?",向金神祈禱，獲得速度提升？
MainPanel_Chapter2Name,皇城遗迹,Imperial Ruins,Reruntuhan Kerajaan,Ruínas Imperiais,Имперские развалины,皇城遺跡
